"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU238","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae",NA,NA
"OTU239","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Piskurozymaceae","g__Solicoccozyma","s__Solicoccozyma aeria"
"OTU240","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Russulaceae","g__Russula","s__Russula tawai"
"OTU241","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Clitopilus",NA
"OTU242","k__Fungi","p__Ascomycota","c__Eurotiomycetes",NA,NA,NA,NA
"OTU243","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Clavariaceae","g__Hodophilus",NA
"OTU244","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"OTU245","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Atheliales","f__Pilodermataceae","g__Piloderma",NA
"OTU246","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Russulaceae","g__Lactifluus",NA
"OTU247","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Naganishia","s__Naganishia globosa"
"OTU248","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"OTU250","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Russulaceae","g__Russula",NA
"OTU251","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Inocybaceae","g__Inocybe","s__Inocybe mallocyboides"
"OTU252","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Talaromyces",NA
"OTU253","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"OTU254","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae",NA,NA
"OTU255","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae",NA,NA
"OTU256","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"OTU257","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales",NA,NA,NA
"OTU258","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Dioszegia","s__Dioszegia catarinoi"
"OTU259","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU260","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU261","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU264","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae","g__Umbelopsis","s__Umbelopsis vinacea"
"OTU265","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"OTU266","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariaceae","g__Ascotricha","s__Ascotricha erinacea"
"OTU267","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"OTU268","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Cortinariaceae","g__Cortinarius",NA
"OTU269","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hysterangiales","f__Mesophelliaceae","g__Mesophellia","s__Mesophellia clelandii"
"OTU270","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Inocybaceae","g__Auritella","s__Auritella chamaecephala"
"OTU271","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pezizaceae","g__Ruhlandiella","s__Ruhlandiella berolinensis"
"OTU272","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales",NA,NA,NA
"OTU273","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Venturiales",NA,NA,NA
"OTU274","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Venturiales","f__Venturiaceae","g__Venturia",NA
"OTU275","k__Fungi","p__Basidiomycota","c__Microbotryomycetes",NA,NA,NA,NA
"OTU276","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Clavariaceae","g__Hodophilus",NA
"OTU277","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Omphalotaceae","g__Gymnopus","s__Gymnopus dryophilus"
"OTU278","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"OTU280","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Tuberaceae","g__Dingleya",NA
"OTU281","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae",NA,NA
"OTU282","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU283","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"OTU284","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Clitopilus",NA
"OTU285","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"OTU286","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU289","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Bolbitiaceae","g__Descomyces","s__Descomyces angustisporus"
"OTU290","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pezizaceae","g__Ruhlandiella",NA
"OTU291","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Russulaceae","g__Lactifluus",NA
"OTU292","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Agaricus",NA
"OTU293","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Phaeohelotium","s__Phaeohelotium succineoguttulatum"
"OTU294","k__Fungi","p__Rozellomycota",NA,NA,NA,NA,NA
"OTU297","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Talaromyces","s__Talaromyces mimosinus"
"OTU298","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU299","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Cortinariaceae","g__Cortinarius",NA
"OTU300","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU301","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pezizaceae","g__Ruhlandiella",NA
"OTU302","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Devriesia",NA
"OTU303","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pezizaceae",NA,NA
"OTU304","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Coniochaetales",NA,NA,NA
"OTU305","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Hygrophoraceae",NA,NA
"OTU307","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Sebacinales","f__Sebacinaceae","g__Sebacina",NA
"OTU308","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"OTU309","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Hydnangiaceae","g__Laccaria",NA
"OTU310","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Stemphylium",NA
"OTU311","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU312","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Inocybaceae","g__Inocybe","s__Inocybe subferruginea"
"OTU313","k__Fungi","p__Ascomycota","c__Archaeorhizomycetes",NA,NA,NA,NA
"OTU314","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Bolbitiaceae","g__Descolea","s__Descolea maculata"
"OTU315","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Cortinariaceae","g__Cortinarius",NA
"OTU316","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales","f__Onygenaceae",NA,NA
"OTU317","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Omphalotaceae","g__Rhodocollybia","s__Rhodocollybia incarnata"
"OTU318","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Naganishia","s__Naganishia randhawae"
"OTU319","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Russulaceae","g__Russula",NA
"OTU320","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__","g__Acremonium","s__Acremonium pinkertoniae"
"OTU321","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Ilyonectria","s__Ilyonectria mors-panacis"
"OTU322","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__","g__Dicyma","s__Dicyma funiculosa"
"OTU323","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU324","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes",NA,NA,NA,NA
"OTU325","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Cortinariaceae","g__Cortinarius",NA
"OTU326","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA
"OTU328","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella gemmifera"
"OTU329","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pezizaceae","g__Hydnoplicata","s__Hydnoplicata convoluta"
"OTU330","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Russulaceae","g__Russula",NA
"OTU331","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU332","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Lycoperdaceae",NA,NA
"OTU333","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Hygrophoraceae","g__Hygrocybe",NA
"OTU334","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Gomphales","f__Gomphaceae","g__Ramaria",NA
"OTU335","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales",NA,NA,NA
"OTU336","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__","g__Acremonium",NA
"OTU337","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU338","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Chaetomium",NA
"OTU339","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Hygrophoraceae","g__Cuphophyllus","s__Cuphophyllus aurantius"
"OTU340","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Rhytismatales","f__Rhytismataceae","g__Lophodermium","s__Lophodermium eucalypti"
"OTU341","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pezizaceae","g__Ruhlandiella","s__Ruhlandiella berolinensis"
"OTU342","k__Fungi","p__Ascomycota","c__Leotiomycetes",NA,NA,NA,NA
"OTU343","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales",NA,NA,NA
"OTU344","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Amanitaceae","g__Amanita","s__Amanita fuscosquamosa"
"OTU345","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Russulaceae",NA,NA
"OTU346","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales",NA,NA,NA
"OTU347","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Clavariaceae",NA,NA
"OTU348","k__Fungi","p__Ascomycota","c__Leotiomycetes",NA,NA,NA,NA
"OTU349","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU350","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Russulaceae","g__Russula",NA
"OTU351","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU352","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__Vishniacozyma victoriae"
"OTU353","k__Fungi","p__Ascomycota","c__Archaeorhizomycetes",NA,NA,NA,NA
"OTU354","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes",NA,NA,NA,NA
"OTU355","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Curvularia",NA
"OTU356","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Hygrophoraceae","g__Hygrocybe",NA
"OTU357","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella alpina"
"OTU358","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Russulaceae","g__Russula",NA
"OTU359","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"OTU360","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiostomataceae",NA,NA
"OTU361","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella basiparvispora"
"OTU362","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pezizaceae",NA,NA
"OTU363","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"OTU364","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA
"OTU366","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae",NA,NA
"OTU367","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA
"OTU369","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"OTU372","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Clavariaceae",NA,NA
"OTU373","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Arthopyreniaceae",NA,NA
"OTU374","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Cortinariaceae","g__Cortinarius",NA
"OTU375","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae","g__Mycena",NA
"OTU376","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Russulaceae","g__Russula",NA
"OTU377","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae","g__Geastrum",NA
"OTU378","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Comoclathris","s__Comoclathris rosigena"
"OTU379","k__Fungi","p__Ascomycota","c__Archaeorhizomycetes","o__Archaeorhizomycetales","f__Archaeorhizomycetaceae","g__Archaeorhizomyces",NA
"OTU380","k__Fungi","p__Mucoromycota",NA,NA,NA,NA,NA
"OTU381","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Zopfiella",NA
"OTU382","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA
"OTU385","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Russulaceae","g__Lactifluus",NA
"OTU386","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Trechisporales",NA,NA,NA
"OTU387","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU388","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Humicola","s__Humicola grisea"
"OTU390","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae",NA,NA
"OTU391","k__Fungi","p__Ascomycota","c__Archaeorhizomycetes",NA,NA,NA,NA
"OTU392","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales",NA,NA,NA
"OTU393","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Russulaceae","g__Russula",NA
"OTU394","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__","g__Polyschema","s__Polyschema congolense"
"OTU396","k__Fungi","p__Rozellomycota",NA,NA,NA,NA,NA
"OTU397","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"OTU398","k__Fungi","p__Ascomycota","c__Eurotiomycetes",NA,NA,NA,NA
"OTU399","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Westerdykella",NA
"OTU400","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Russulaceae","g__Russula",NA
"OTU401","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Hyaloscyphaceae","g__Hyphodiscus",NA
"OTU402","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Dermateaceae","g__Mollisia",NA
"OTU403","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU404","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pezizaceae","g__Ruhlandiella",NA
"OTU405","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","g__Tomentella",NA
"OTU406","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Trichosporonales","f__Trichosporonaceae","g__Pascua",NA
"OTU407","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Cortinariaceae","g__Cortinarius",NA
"OTU408","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Amanitaceae","g__Amanita","s__Amanita drummondii"
"OTU409","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Marasmiaceae","g__Marasmius","s__Marasmius oreades"
"OTU410","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellaceae",NA,NA
"OTU411","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"OTU413","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Russulaceae","g__Russula",NA
"OTU414","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU415","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Myxotrichaceae","g__Oidiodendron",NA
"OTU416","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA
"OTU417","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Cladophialophora",NA
"OTU419","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU420","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Inocybaceae","g__Inocybe",NA
"OTU421","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pezizaceae","g__Ruhlandiella",NA
"OTU422","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella zonata"
"OTU423","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Westerdykella","s__Westerdykella centenaria"
"OTU424","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU425","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Venturiales",NA,NA,NA
"OTU426","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae","g__Dermoloma","s__Dermoloma josserandii"
"OTU427","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Boletaceae",NA,NA
"OTU428","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Cortinariaceae","g__Cortinarius","s__Cortinarius archeri"
"OTU429","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU430","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales","f__","g__Spiromastix","s__Spiromastix warcupii"
"OTU431","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae",NA,NA
"OTU432","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Clavulinaceae","g__Clavulina",NA
"OTU433","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__","f__","g__Xenasmatella",NA
"OTU436","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Russulaceae","g__Russula","s__Russula brunneola"
"OTU437","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Sclerodermataceae","g__Scleroderma",NA
"OTU438","k__Fungi","p__Rozellomycota",NA,NA,NA,NA,NA
"OTU439","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"OTU440","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Lasiosphaeriaceae",NA,NA
"OTU441","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__Ceratobasidium",NA
"OTU442","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"OTU443","k__Fungi","p__Ascomycota","c__Archaeorhizomycetes","o__Archaeorhizomycetales","f__Archaeorhizomycetaceae","g__Archaeorhizomyces",NA
"OTU444","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"OTU445","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Clavulinaceae",NA,NA
"OTU446","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Myxotrichaceae","g__Oidiodendron",NA
"OTU447","k__Fungi","p__Ascomycota","c__Eurotiomycetes",NA,NA,NA,NA
"OTU448","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"OTU449","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales",NA,NA,NA
"OTU450","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Hygrophoraceae","g__Gliophorus",NA
"OTU451","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaetopsis",NA
"OTU452","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU453","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Lepiota","s__Lepiota haemorrhagica"
"OTU454","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Inocybaceae","g__Inocybe",NA
"OTU455","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"OTU456","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"OTU457","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales",NA,NA,NA
"OTU458","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU459","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"OTU460","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Inocybaceae","g__Inocybe",NA
"OTU461","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae","g__Tricholoma",NA
"OTU462","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"OTU464","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU465","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Cortinariaceae","g__Cortinarius",NA
"OTU466","k__Fungi","p__","c__","o__","f__","g__","s__"
"OTU467","k__Fungi","p__Rozellomycota",NA,NA,NA,NA,NA
"OTU468","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Inocybaceae","g__Inocybe",NA
"OTU469","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"OTU470","k__Fungi","p__","c__","o__","f__","g__","s__"
